code,LISA_Cluster,LISA_P_Value
E01002448,0,0.267
E01002449,0,0.291
E01002450,1,0.042
E01002451,1,0.006
E01002452,1,0.006
E01002453,1,0.02
E01002454,1,0.005
E01002455,1,0.005
E01002456,1,0.004
E01002457,1,0.042
E01002458,1,0.023
E01002459,0,0.069
E01002460,1,0.009
E01002462,1,0.03
E01002463,1,0.014
E01002464,1,0.03
E01002465,1,0.003
E01002466,1,0.006
E01002467,0,0.055
E01002468,1,0.003
E01002469,1,0.004
E01002470,1,0.003
E01002471,1,0.004
E01002472,0,0.332
E01002473,0,0.486
E01002474,0,0.387
E01002475,0,0.375
E01002477,0,0.405
E01002478,0,0.384
E01002479,0,0.312
E01002480,0,0.144
E01002481,0,0.301
E01002483,0,0.118
E01002484,0,0.162
E01002485,0,0.15
E01002486,0,0.455
E01002487,0,0.18
E01002488,0,0.146
E01002489,0,0.164
E01002490,0,0.094
E01002491,0,0.416
E01002492,0,0.464
E01002493,0,0.096
E01002494,1,0.035
E01002495,1,0.005
E01002496,1,0.002
E01002497,1,0.007
E01002498,1,0.007
E01002499,0,0.241
E01002501,1,0.013
E01002502,0,0.497
E01002503,0,0.052
E01002504,2,0.03
E01002505,1,0.002
E01002506,0,0.276
E01002507,1,0.047
E01002508,0,0.084
E01002509,0,0.081
E01002511,0,0.453
E01002513,0,0.155
E01002514,0,0.081
E01002515,0,0.457
E01002516,0,0.128
E01002518,4,0.001
E01002523,4,0.023
E01002525,0,0.135
E01002526,0,0.467
E01002528,0,0.37
E01002529,0,0.356
E01002530,0,0.151
E01002532,0,0.227
E01002533,0,0.134
E01002534,0,0.224
E01002535,2,0.005
E01002536,0,0.118
E01002537,0,0.069
E01002538,0,0.3
E01002539,0,0.348
E01002540,0,0.245
E01002541,0,0.22
E01002542,1,0.038
E01002543,1,0.034
E01002544,2,0.024
E01002545,0,0.058
E01002546,1,0.037
E01002547,1,0.005
E01002548,0,0.33
E01002549,0,0.083
E01002550,1,0.041
E01002551,0,0.096
E01002552,0,0.057
E01002553,1,0.036
E01002555,0,0.159
E01002556,0,0.263
E01002557,0,0.281
E01002558,1,0.049
E01002560,0,0.264
E01002561,0,0.269
E01002562,0,0.417
E01002563,0,0.498
E01002564,4,0.006
E01002565,0,0.271
E01002566,3,0.02
E01002567,4,0.013
E01002568,3,0.028
E01002569,0,0.265
E01002570,0,0.111
E01002571,0,0.348
E01002572,0,0.226
E01002573,0,0.349
E01002574,0,0.319
E01002575,0,0.162
E01002576,0,0.398
E01002577,0,0.2
E01002578,0,0.401
E01002579,0,0.283
E01002580,0,0.142
E01002581,0,0.15
E01002582,0,0.354
E01002583,0,0.119
E01002584,0,0.411
E01002585,0,0.123
E01002586,0,0.283
E01002587,1,0.039
E01002588,0,0.137
E01002589,0,0.147
E01002590,0,0.065
E01002591,0,0.487
E01002592,0,0.256
E01002593,0,0.134
E01002594,0,0.468
E01002595,0,0.195
E01002596,2,0.009
E01002598,1,0.017
E01002599,1,0.048
E01002600,0,0.123
E01002603,0,0.074
E01002604,0,0.122
E01002605,0,0.176
E01002606,0,0.066
E01002607,0,0.091
E01002608,0,0.071
E01002609,0,0.109
E01002611,0,0.107
E01002612,0,0.222
E01002613,0,0.327
E01002614,1,0.028
E01002615,0,0.059
E01002616,0,0.199
E01002617,0,0.314
E01002618,0,0.064
E01002619,1,0.007
E01002620,1,0.002
E01002621,0,0.098
E01002622,1,0.006
E01002623,1,0.006
E01002624,1,0.014
E01002625,1,0.003
E01002626,1,0.023
E01002627,0,0.206
E01002628,0,0.054
E01002629,0,0.208
E01002630,0,0.303
E01002631,1,0.007
E01002632,1,0.008
E01002633,0,0.111
E01002634,0,0.08
E01002635,1,0.01
E01002636,1,0.012
E01002637,0,0.244
E01002638,1,0.004
E01002639,0,0.27
E01002640,0,0.468
E01002641,0,0.492
E01002642,0,0.158
E01002643,0,0.163
E01002645,0,0.253
E01002646,0,0.271
E01002647,0,0.458
E01002648,0,0.376
E01002649,0,0.124
E01002650,0,0.075
E01002651,0,0.327
E01002652,0,0.059
E01002653,0,0.337
E01002654,1,0.026
E01002655,1,0.019
E01002656,0,0.084
E01002657,1,0.006
E01002658,0,0.406
E01002659,0,0.243
E01002660,1,0.046
E01002661,1,0.022
E01002662,0,0.373
E01002663,0,0.272
E01002664,0,0.457
E01002665,0,0.453
E01002666,0,0.203
E01002667,0,0.239
E01002668,0,0.437
E01002669,0,0.152
E01002670,0,0.06
E01002671,0,0.483
E01002672,0,0.211
E01002673,0,0.448
E01002674,0,0.33
E01002675,0,0.397
E01002676,0,0.451
E01002677,0,0.431
E01002678,0,0.334
E01002679,0,0.067
E01002680,0,0.398
E01002681,0,0.11
E01002682,0,0.392
E01002683,0,0.418
E01002684,0,0.303
E01002686,4,0.047
E01002687,0,0.482
E01002689,0,0.15
E01002690,0,0.304
E01002691,0,0.091
E01002692,0,0.406
E01002693,0,0.327
E01002694,0,0.245
E01002695,4,0.037
E01002696,0,0.229
E01002697,3,0.038
E01002698,0,0.338
E01002699,0,0.45
E01002700,0,0.055
E01002701,3,0.017
E01002702,3,0.01
E01002703,3,0.041
E01002704,2,0.001
E01002706,3,0.025
E01002707,0,0.054
E01002708,3,0.043
E01002709,3,0.045
E01002710,0,0.063
E01002711,3,0.033
E01002712,0,0.109
E01002713,3,0.008
E01002714,3,0.033
E01002715,3,0.047
E01002716,0,0.069
E01002717,3,0.003
E01002718,3,0.025
E01002719,3,0.011
E01002720,0,0.073
E01002721,0,0.067
E01002722,0,0.066
E01002723,3,0.025
E01002724,0,0.217
E01002725,0,0.221
E01002726,0,0.425
E01002727,0,0.295
E01002728,0,0.115
E01002729,0,0.149
E01002730,0,0.057
E01002731,3,0.033
E01002732,3,0.02
E01002733,0,0.111
E01002734,3,0.045
E01002735,0,0.084
E01002736,3,0.026
E01002737,0,0.089
E01002738,3,0.039
E01002739,4,0.016
E01002740,3,0.021
E01002741,0,0.078
E01002742,0,0.256
E01002743,3,0.023
E01002744,4,0.028
E01002745,0,0.2
E01002747,0,0.479
E01002748,0,0.063
E01002749,0,0.393
E01002751,0,0.175
E01002752,0,0.488
E01002753,0,0.109
E01002754,0,0.176
E01002755,3,0.035
E01002756,3,0.045
E01002757,4,0.022
E01002758,0,0.145
E01002759,4,0.036
E01002760,0,0.083
E01002762,3,0.003
E01002763,3,0.002
E01002764,3,0.001
E01002765,3,0.002
E01002766,3,0.003
E01002767,3,0.002
E01002768,0,0.128
E01002769,0,0.061
E01002770,3,0.001
E01002771,0,0.065
E01002772,0,0.077
E01002773,3,0.003
E01002774,0,0.232
E01002775,3,0.002
E01002776,3,0.007
E01002777,3,0.023
E01002778,0,0.054
E01002779,3,0.005
E01002780,3,0.003
E01002781,3,0.027
E01002782,3,0.024
E01002783,3,0.001
E01002784,3,0.038
E01002785,0,0.061
E01002786,3,0.025
E01002787,3,0.013
E01002788,3,0.021
E01002789,3,0.041
E01002790,0,0.125
E01002791,3,0.03
E01002792,0,0.403
E01002793,0,0.226
E01002794,0,0.311
E01002795,0,0.062
E01002796,4,0.029
E01002797,0,0.126
E01002798,0,0.051
E01002799,0,0.379
E01002800,0,0.405
E01002801,0,0.432
E01002802,0,0.237
E01002803,0,0.314
E01002804,0,0.055
E01002805,0,0.087
E01002806,0,0.185
E01002807,0,0.257
E01002808,0,0.258
E01002809,0,0.2
E01002810,0,0.219
E01002811,0,0.067
E01002812,0,0.41
E01002813,0,0.361
E01002814,0,0.251
E01002815,0,0.458
E01002816,0,0.061
E01002817,0,0.467
E01002818,0,0.451
E01002819,0,0.131
E01002820,0,0.332
E01002821,0,0.052
E01002822,0,0.248
E01002823,0,0.186
E01002824,3,0.013
E01002825,0,0.439
E01002826,0,0.081
E01002827,0,0.073
E01002828,0,0.187
E01002829,0,0.482
E01002830,0,0.492
E01002831,0,0.461
E01002832,0,0.36
E01002833,0,0.388
E01002834,0,0.4
E01002835,0,0.442
E01002836,0,0.439
E01002837,0,0.496
E01002838,0,0.134
E01002839,0,0.222
E01002840,0,0.384
E01002841,0,0.101
E01002842,0,0.114
E01002843,0,0.222
E01002844,0,0.262
E01002845,0,0.158
E01002846,0,0.226
E01002847,0,0.443
E01002848,0,0.135
E01002849,0,0.279
E01002850,0,0.233
E01002851,0,0.223
E01002852,0,0.255
E01002853,0,0.41
E01002854,0,0.119
E01002855,0,0.372
E01002856,0,0.379
E01002857,0,0.202
E01002858,1,0.037
E01002859,0,0.057
E01002860,1,0.048
E01002861,0,0.073
E01002862,1,0.03
E01002863,0,0.207
E01002864,0,0.225
E01002865,0,0.389
E01002866,0,0.218
E01002867,0,0.11
E01002868,0,0.205
E01002869,0,0.393
E01002870,0,0.246
E01002871,0,0.489
E01002872,0,0.247
E01002873,0,0.37
E01002874,0,0.341
E01002875,0,0.395
E01002876,0,0.285
E01002877,0,0.121
E01002878,0,0.346
E01002879,0,0.324
E01002880,0,0.373
E01002881,0,0.373
E01002882,0,0.348
E01002883,0,0.393
E01002884,0,0.295
E01002885,0,0.487
E01002886,0,0.356
E01002887,0,0.463
E01002888,0,0.393
E01002889,0,0.395
E01002890,0,0.402
E01002891,0,0.277
E01002892,0,0.232
E01002893,0,0.312
E01002894,0,0.351
E01002895,0,0.319
E01002896,0,0.372
E01002897,0,0.448
E01002898,0,0.428
E01002899,0,0.13
E01002900,0,0.106
E01002901,0,0.227
E01002902,0,0.086
E01002903,0,0.156
E01002904,0,0.116
E01002905,0,0.498
E01002906,0,0.131
E01002907,0,0.336
E01002908,0,0.415
E01002909,0,0.417
E01002910,0,0.287
E01002911,0,0.486
E01002912,0,0.43
E01002913,0,0.23
E01002914,0,0.053
E01002915,1,0.011
E01002916,1,0.01
E01002917,0,0.051
E01002920,1,0.003
E01002921,0,0.139
E01002922,0,0.362
E01002923,0,0.481
E01002924,0,0.123
E01002925,0,0.073
E01002926,0,0.301
E01002927,0,0.202
E01002928,1,0.038
E01002929,0,0.297
E01002930,0,0.086
E01002931,0,0.056
E01002932,2,0.047
E01002933,0,0.051
E01002934,0,0.178
E01002935,0,0.108
E01002937,0,0.417
E01002938,0,0.482
E01002939,1,0.002
E01002940,1,0.002
E01002942,1,0.015
E01002943,1,0.04
E01002945,1,0.022
E01002947,1,0.008
E01002949,1,0.004
E01002951,0,0.163
E01002952,0,0.066
E01002953,0,0.381
E01002954,0,0.381
E01002955,3,0.002
E01002956,0,0.086
E01002957,0,0.141
E01002958,0,0.091
E01002959,0,0.24
E01002960,0,0.187
E01002961,0,0.112
E01002962,0,0.101
E01002963,0,0.088
E01002964,0,0.161
E01002965,3,0.028
E01002966,0,0.09
E01002967,0,0.335
E01002968,0,0.099
E01002969,0,0.402
E01002970,0,0.454
E01002971,0,0.084
E01002972,0,0.393
E01002973,0,0.278
E01002974,0,0.219
E01002975,1,0.004
E01002976,0,0.083
E01002977,1,0.004
E01002980,1,0.01
E01002981,1,0.003
E01002982,1,0.003
E01002983,1,0.003
E01002984,1,0.005
E01002985,1,0.033
E01002986,1,0.037
E01002987,0,0.196
E01002989,0,0.226
E01002990,0,0.141
E01002991,4,0.026
E01002992,0,0.42
E01002996,0,0.051
E01002997,0,0.185
E01002998,1,0.041
E01002999,0,0.476
E01003001,0,0.177
E01003003,1,0.018
E01003004,1,0.001
E01003005,1,0.015
E01003006,0,0.44
E01003007,0,0.43
E01003008,0,0.35
E01003009,0,0.283
E01003010,0,0.181
E01003011,0,0.178
E01003013,0,0.102
E01003014,3,0.045
E01003015,3,0.027
E01003016,2,0.009
E01003017,0,0.095
E01003018,3,0.045
E01003019,0,0.118
E01003020,0,0.12
E01003021,0,0.133
E01003022,0,0.11
E01003023,3,0.006
E01003024,0,0.143
E01003025,3,0.016
E01003026,0,0.069
E01003027,0,0.417
E01003028,0,0.285
E01003029,0,0.33
E01003030,0,0.175
E01003031,0,0.292
E01003032,0,0.323
E01003033,0,0.497
E01003034,0,0.481
E01003035,0,0.499
E01003036,0,0.313
E01003037,0,0.272
E01003038,0,0.283
E01003039,0,0.439
E01003040,0,0.149
E01003041,0,0.235
E01003042,0,0.384
E01003043,4,0.003
E01003044,0,0.132
E01003045,3,0.029
E01003046,0,0.122
E01003047,3,0.022
E01003048,0,0.088
E01003049,3,0.025
E01003050,3,0.017
E01003051,0,0.145
E01003052,0,0.116
E01003053,0,0.081
E01003054,0,0.21
E01003055,0,0.139
E01003056,0,0.247
E01003057,0,0.47
E01003058,0,0.243
E01003059,3,0.048
E01003060,0,0.082
E01003061,0,0.23
E01003062,3,0.002
E01003063,0,0.09
E01003064,0,0.268
E01003065,0,0.285
E01003066,0,0.161
E01003067,0,0.078
E01003068,0,0.199
E01003069,0,0.089
E01003070,0,0.161
E01003071,0,0.193
E01003072,0,0.267
E01003073,0,0.214
E01003074,3,0.003
E01003075,0,0.073
E01003076,0,0.216
E01003077,4,0.029
E01003078,0,0.068
E01003079,0,0.053
E01003080,0,0.089
E01003081,0,0.241
E01003082,0,0.15
E01003083,0,0.278
E01003084,0,0.473
E01003085,0,0.069
E01003086,0,0.081
E01003087,0,0.148
E01003088,0,0.218
E01003089,0,0.141
E01003090,0,0.114
E01003091,0,0.16
E01003092,0,0.071
E01003093,0,0.122
E01003094,4,0.007
E01003095,0,0.235
E01003096,3,0.039
E01003097,0,0.119
E01003098,4,0.034
E01003099,3,0.033
E01003100,0,0.115
E01003101,4,0.024
E01003102,3,0.016
E01003104,0,0.339
E01003105,3,0.028
E01003106,0,0.081
E01003107,3,0.04
E01003108,0,0.292
E01003109,3,0.027
E01003110,3,0.003
E01003169,3,0.006
E01003170,3,0.004
E01003171,0,0.066
E01003172,3,0.013
E01003173,4,0.028
E01003111,0,0.086
E01003112,3,0.014
E01003113,3,0.028
E01003114,0,0.145
E01003115,0,0.119
E01003116,0,0.165
E01003117,0,0.395
E01003118,4,0.023
E01003119,3,0.018
E01003120,0,0.111
E01003121,0,0.234
E01003122,0,0.056
E01003123,4,0.005
E01003124,0,0.101
E01003125,0,0.081
E01003126,3,0.035
E01003127,3,0.002
E01003128,3,0.026
E01003129,0,0.123
E01003130,0,0.059
E01003131,0,0.16
E01003132,3,0.014
E01003133,3,0.021
E01003134,0,0.164
E01003135,4,0.03
E01003136,3,0.038
E01003137,3,0.031
E01003138,0,0.354
E01003139,0,0.371
E01003140,0,0.311
E01003141,0,0.466
E01003142,0,0.476
E01003143,0,0.395
E01003144,0,0.107
E01003145,0,0.33
E01003146,0,0.448
E01003147,0,0.452
E01003148,3,0.028
E01003149,3,0.028
E01003150,0,0.052
E01003151,0,0.272
E01003152,3,0.044
E01003153,0,0.291
E01003154,0,0.115
E01003155,4,0.032
E01003156,0,0.269
E01003157,0,0.124
E01003158,0,0.284
E01003159,0,0.06
E01003160,0,0.223
E01003161,0,0.408
E01003162,3,0.048
E01003163,0,0.292
E01003164,3,0.018
E01003165,0,0.128
E01003166,0,0.123
E01003167,0,0.138
E01003168,0,0.08
E01003174,3,0.015
E01003175,3,0.027
E01003176,0,0.058
E01003177,3,0.016
E01003178,4,0.016
E01003179,3,0.043
E01003180,0,0.195
E01003181,3,0.016
E01003182,0,0.066
E01003183,3,0.006
E01003184,0,0.151
E01003185,0,0.109
E01003186,3,0.035
E01003187,4,0.038
E01003188,0,0.06
E01003189,4,0.03
E01003190,0,0.208
E01003191,3,0.008
E01003192,3,0.007
E01003193,0,0.345
E01003194,0,0.154
E01003195,0,0.441
E01003196,0,0.264
E01003197,0,0.481
E01003198,3,0.009
E01003199,3,0.001
E01003200,3,0.001
E01003201,3,0.001
E01003202,3,0.002
E01003203,3,0.001
E01003204,3,0.001
E01003205,3,0.001
E01003206,3,0.003
E01003207,3,0.001
E01003209,3,0.004
E01003210,3,0.001
E01003211,3,0.005
E01003212,3,0.001
E01003213,3,0.002
E01003214,3,0.005
E01003215,3,0.001
E01003216,0,0.445
E01003217,0,0.35
E01003218,0,0.196
E01003219,0,0.264
E01003220,0,0.342
E01003221,0,0.188
E01003222,0,0.459
E01003223,0,0.205
E01003224,0,0.385
E01003225,3,0.006
E01003226,3,0.027
E01003227,0,0.06
E01003228,0,0.073
E01003229,0,0.072
E01003230,0,0.098
E01003231,3,0.011
E01003232,3,0.019
E01003233,4,0.027
E01003235,3,0.005
E01003236,0,0.396
E01003237,0,0.472
E01003238,0,0.214
E01003239,0,0.355
E01003240,0,0.402
E01003241,3,0.015
E01003243,4,0.009
E01003305,3,0.002
E01003307,0,0.443
E01003308,0,0.263
E01003309,0,0.077
E01003310,3,0.027
E01003311,0,0.376
E01003312,0,0.456
E01003313,0,0.249
E01003244,3,0.003
E01003245,3,0.01
E01003246,3,0.001
E01003247,3,0.002
E01003248,3,0.001
E01003249,3,0.001
E01003250,3,0.001
E01003251,3,0.001
E01003252,3,0.048
E01003253,3,0.001
E01003254,3,0.001
E01003255,3,0.006
E01003256,3,0.007
E01003257,3,0.001
E01003258,3,0.012
E01003259,3,0.004
E01003260,3,0.002
E01003261,3,0.002
E01003262,3,0.008
E01003263,0,0.162
E01003264,3,0.047
E01003265,0,0.104
E01003266,3,0.027
E01003267,3,0.001
E01003268,0,0.065
E01003269,0,0.063
E01003270,0,0.06
E01003271,4,0.038
E01003272,3,0.004
E01003273,3,0.001
E01003274,3,0.015
E01003275,3,0.004
E01003276,3,0.018
E01003277,3,0.001
E01003278,3,0.001
E01003279,3,0.001
E01003280,0,0.149
E01003281,4,0.035
E01003282,3,0.017
E01003283,3,0.008
E01003284,0,0.076
E01003285,0,0.123
E01003286,3,0.025
E01003287,0,0.051
E01003288,3,0.007
E01003290,3,0.046
E01003291,0,0.101
E01003292,0,0.105
E01003293,0,0.255
E01003295,0,0.102
E01003296,3,0.001
E01003297,3,0.002
E01003298,3,0.015
E01003299,3,0.001
E01003300,3,0.003
E01003301,3,0.008
E01003302,3,0.014
E01003303,3,0.001
E01003304,3,0.008
E01003314,0,0.111
E01003315,0,0.078
E01003316,0,0.314
E01003317,3,0.032
E01003318,0,0.059
E01003319,0,0.182
E01003320,0,0.311
E01003321,3,0.017
E01003322,0,0.15
E01003323,0,0.284
E01003324,0,0.117
E01003325,0,0.276
E01003326,0,0.226
E01003327,0,0.151
E01003328,0,0.086
E01003329,3,0.009
E01003330,3,0.001
E01003331,4,0.001
E01003332,3,0.025
E01003333,0,0.253
E01003334,0,0.228
E01003335,0,0.241
E01003336,3,0.005
E01003337,3,0.003
E01003338,3,0.001
E01003339,3,0.001
E01003340,3,0.001
E01003341,3,0.004
E01003342,3,0.001
E01003343,3,0.001
E01003344,3,0.004
E01003345,3,0.001
E01003346,0,0.331
E01003347,0,0.414
E01003348,0,0.263
E01003349,0,0.391
E01003350,0,0.429
E01003351,0,0.378
E01003352,3,0.048
E01003353,0,0.133
E01003354,0,0.326
E01003355,0,0.21
E01003356,0,0.331
E01003357,0,0.496
E01003358,0,0.219
E01003359,0,0.444
E01003360,0,0.338
E01003361,0,0.19
E01003362,0,0.155
E01003363,0,0.248
E01003364,0,0.22
E01003365,0,0.423
E01003366,0,0.069
E01003367,0,0.368
E01003368,0,0.475
E01003369,0,0.056
E01003370,0,0.48
E01003371,0,0.302
E01003372,0,0.174
E01003373,0,0.193
E01003374,0,0.282
E01003375,0,0.338
E01003376,0,0.305
E01003377,0,0.318
E01003378,0,0.335
E01003379,0,0.455
E01003380,0,0.263
E01003381,0,0.337
E01003382,0,0.201
E01003383,0,0.391
E01003384,0,0.272
E01003385,0,0.342
E01003386,0,0.117
E01003387,0,0.454
E01003388,0,0.248
E01003389,0,0.161
E01003390,0,0.297
E01003391,0,0.206
E01003392,1,0.024
E01003393,0,0.066
E01003394,1,0.019
E01003395,0,0.231
E01003396,0,0.086
E01003397,0,0.126
E01003398,0,0.086
E01003399,0,0.269
E01003400,0,0.328
E01003401,0,0.43
E01003402,0,0.204
E01003403,0,0.301
E01003404,0,0.407
E01003405,0,0.362
E01003406,0,0.321
E01003407,0,0.401
E01003408,0,0.469
E01003409,0,0.249
E01003410,0,0.431
E01003411,0,0.389
E01003412,0,0.27
E01003413,0,0.236
E01003414,0,0.293
E01003415,0,0.383
E01003416,0,0.489
E01003417,1,0.002
E01003418,1,0.008
E01003419,1,0.005
E01003420,1,0.002
E01003421,0,0.068
E01003422,1,0.023
E01003423,0,0.181
E01003424,0,0.299
E01003425,0,0.356
E01003426,0,0.224
E01003427,0,0.287
E01003428,0,0.078
E01003429,0,0.235
E01003430,2,0.023
E01003431,0,0.074
E01003432,0,0.103
E01003433,1,0.043
E01003434,0,0.425
E01003435,0,0.251
E01003436,0,0.254
E01003437,0,0.489
E01003438,0,0.192
E01003439,0,0.393
E01003440,0,0.242
E01003441,0,0.158
E01003442,0,0.465
E01003443,0,0.461
E01003444,0,0.202
E01003445,0,0.468
E01003446,0,0.152
E01003447,0,0.143
E01003448,0,0.171
E01003449,0,0.332
E01003450,0,0.298
E01003451,2,0.008
E01003452,2,0.036
E01003453,0,0.344
E01003454,0,0.152
E01003455,0,0.294
E01003456,0,0.101
E01003457,0,0.235
E01003458,0,0.358
E01003459,0,0.433
E01003460,0,0.211
E01003461,0,0.271
E01003462,0,0.27
E01003463,0,0.171
E01003464,3,0.015
E01003465,0,0.34
E01003466,0,0.362
E01003467,0,0.203
E01003468,1,0.033
E01003469,1,0.009
E01003470,0,0.286
E01003471,0,0.123
E01003472,0,0.065
E01003473,0,0.318
E01003474,0,0.31
E01003475,0,0.446
E01003476,0,0.468
E01003477,0,0.24
E01003478,0,0.09
E01003479,3,0.003
E01003480,3,0.005
E01003481,3,0.001
E01003482,3,0.001
E01003483,3,0.012
E01003484,3,0.001
E01003485,3,0.007
E01003486,3,0.001
E01003487,3,0.001
E01003488,0,0.234
E01003489,0,0.479
E01003490,0,0.325
E01003491,0,0.403
E01003492,0,0.287
E01003493,0,0.083
E01003494,0,0.329
E01003495,0,0.453
E01003496,3,0.015
E01003497,4,0.001
E01003498,3,0.032
E01003499,3,0.022
E01003500,3,0.001
E01003501,3,0.027
E01003502,0,0.06
E01003503,0,0.189
E01003506,3,0.04
E01003507,0,0.091
E01003508,0,0.109
E01003509,0,0.226
E01003511,4,0.035
E01003512,0,0.098
E01003513,3,0.001
E01003514,3,0.03
E01003515,3,0.001
E01003516,0,0.175
E01003517,0,0.211
E01003518,3,0.035
E01003519,0,0.1
E01003520,1,0.007
E01003521,1,0.043
E01003522,0,0.148
E01003523,0,0.066
E01003524,0,0.236
E01003525,0,0.31
E01003526,0,0.356
E01003527,0,0.358
E01003528,0,0.21
E01003529,0,0.083
E01003530,0,0.059
E01003531,2,0.047
E01003532,0,0.079
E01003533,0,0.06
E01003534,1,0.023
E01003535,3,0.012
E01003536,3,0.031
E01003537,0,0.487
E01003538,0,0.41
E01003539,0,0.37
E01003540,3,0.019
E01003541,0,0.091
E01003542,0,0.456
E01003543,0,0.433
E01003544,0,0.088
E01003545,0,0.158
E01003546,0,0.28
E01003547,0,0.272
E01003548,0,0.199
E01003549,0,0.053
E01003550,0,0.149
E01003551,0,0.328
E01003552,0,0.464
E01003553,0,0.137
E01003554,4,0.018
E01003555,0,0.184
E01003556,0,0.388
E01003557,0,0.143
E01003558,0,0.269
E01003559,0,0.169
E01003560,1,0.038
E01003561,0,0.083
E01003562,1,0.002
E01003563,1,0.016
E01003564,1,0.016
E01003565,0,0.218
E01003566,0,0.188
E01003567,0,0.153
E01003568,0,0.201
E01003569,0,0.087
E01003570,0,0.083
E01003571,1,0.012
E01003572,1,0.03
E01003573,1,0.04
E01003574,0,0.21
E01003575,0,0.056
E01003576,3,0.04
E01003577,0,0.301
E01003578,0,0.303
E01003579,0,0.195
E01003580,0,0.479
E01003581,0,0.371
E01003582,0,0.275
E01003583,0,0.068
E01003584,0,0.147
E01003585,0,0.278
E01003586,0,0.192
E01003587,0,0.284
E01003588,0,0.146
E01003589,0,0.06
E01003590,0,0.057
E01003591,3,0.044
E01003592,0,0.395
E01003593,3,0.009
E01003594,3,0.005
E01003595,0,0.056
E01003596,0,0.295
E01003597,0,0.488
E01003598,0,0.417
E01003599,0,0.424
E01003600,0,0.088
E01003601,0,0.238
E01003602,3,0.03
E01003603,0,0.451
E01003604,3,0.031
E01003605,0,0.342
E01003606,0,0.21
E01003607,3,0.04
E01003608,0,0.299
E01003609,3,0.002
E01003611,3,0.005
E01003615,3,0.02
E01003616,4,0.001
E01003617,3,0.006
E01003618,3,0.025
E01003619,3,0.001
E01003621,0,0.277
E01003622,0,0.338
E01003623,0,0.464
E01003624,0,0.332
E01003625,0,0.053
E01003626,0,0.105
E01003627,1,0.029
E01003628,0,0.054
E01003629,1,0.033
E01003630,3,0.039
E01003631,3,0.033
E01003632,0,0.086
E01003633,3,0.031
E01003634,3,0.012
E01003635,0,0.409
E01003636,3,0.046
E01003637,4,0.005
E01003638,1,0.016
E01003639,0,0.121
E01003640,0,0.352
E01003641,0,0.336
E01003642,0,0.166
E01003643,0,0.052
E01003644,1,0.034
E01003645,2,0.002
E01003646,0,0.1
E01003647,0,0.075
E01003648,1,0.011
E01003649,1,0.003
E01003650,1,0.002
E01003651,1,0.01
E01003652,1,0.002
E01003653,1,0.003
E01003654,0,0.286
E01003655,0,0.386
E01003657,4,0.009
E01003658,0,0.416
E01003659,0,0.206
E01003661,0,0.26
E01003662,0,0.311
E01003663,1,0.034
E01003664,1,0.019
E01003665,0,0.111
E01003666,0,0.081
E01003668,0,0.209
E01003669,0,0.069
E01003670,0,0.129
E01003671,0,0.499
E01003672,0,0.331
E01003673,4,0.021
E01003674,0,0.146
E01003675,0,0.111
E01003676,0,0.075
E01003677,0,0.258
E01003678,1,0.003
E01003679,1,0.002
E01003680,1,0.007
E01003681,2,0.002
E01003682,0,0.136
E01003683,1,0.002
E01003684,0,0.098
E01003685,1,0.002
E01003686,1,0.004
E01003688,1,0.009
E01003689,1,0.022
E01003690,2,0.003
E01003691,0,0.173
